公司代號,出表日期,公司名稱,產業別,當月營收,上月營收
5519,1110912,隆大,建材營造,959016,273679
5521,1110912,工信,建材營造,691127,526120
5522,1110912,遠雄,建材營造,1797686,1638958
5525,1110912,順天,建材營造,106626,136415
5531,1110912,鄉林,建材營造,153713,111951
5533,1110912,皇鼎,建材營造,37837,666090
5534,1110912,長虹,建材營造,246587,375411
5538,1110912,東明-KY,鋼鐵工業,1289253,1247474
5607,1110912,遠雄港,航運業,261523,265497
5608,1110912,四維航,航運業,620091,680732
5871,1110912,中租-KY,其他,7508424,7438078
5876,1110912,上海商銀,金融保險業,4582566,4730874
5880,1110912,合庫金,金融保險業,4795374,6505321
5906,1110912,台南-KY,貿易百貨,189583,169090
5907,1110912,大洋-KY,貿易百貨,338121,290923
6005,1110912,群益證,金融保險業,959265,927194
6024,1110912,群益期,金融保險業,216494,240420
6112,1110912,邁達特,資訊服務業,1030595,1099635
6115,1110912,鎰勝,電子零組件業,637913,617115
6116,1110912,彩晶,光電業,1437876,1355754
6117,1110912,迎廣,電腦及週邊設備業,205477,234013
6120,1110912,達運,光電業,639192,1378852
6128,1110912,上福,電腦及週邊設備業,436810,423073
6133,1110912,金橋,電子零組件業,142121,137516
6136,1110912,富爾特,通信網路業,40997,36608
6139,1110912,亞翔,其他電子業,3350685,3067204
6141,1110912,柏承,電子零組件業,258525,282373
6142,1110912,友勁,通信網路業,360623,302819
6152,1110912,百一,通信網路業,482327,341758
6153,1110912,嘉聯益,電子零組件業,1824237,1547536
6155,1110912,鈞寶,電子零組件業,63458,69910
6164,1110912,華興,光電業,59672,89999
6165,1110912,浪凡,其他,265625,242920
6166,1110912,凌華,電腦及週邊設備業,1017140,964990
6176,1110912,瑞儀,光電業,6052612,5984875
6177,1110912,達麗,建材營造,106544,61937
6183,1110912,關貿,資訊服務業,194869,160456
6184,1110912,大豐電,其他,166828,165923
6191,1110912,精成科,電子零組件業,2046695,2054916
6192,1110912,巨路,其他電子業,507972,536883
6196,1110912,帆宣,其他電子業,4907330,4745747
6197,1110912,佳必琪,電子零組件業,404465,392114
6201,1110912,亞弘電,其他電子業,284184,227171
6202,1110912,盛群,半導體業,469580,495274
6205,1110912,詮欣,電子零組件業,135288,143506
6209,1110912,今國光,光電業,300256,293524
6213,1110912,聯茂,電子零組件業,2055410,2203124
6214,1110912,精誠,資訊服務業,2817723,2852649
6215,1110912,和椿,其他電子業,134379,175854
6216,1110912,居易,通信網路業,47227,56370
6225,1110912,天瀚,光電業,2770,2781
6226,1110912,光鼎,光電業,67205,69799
6230,1110912,尼得科超眾,電腦及週邊設備業,997458,1044790
6235,1110912,華孚,電腦及週邊設備業,355633,365363
6239,1110912,力成,半導體業,7084719,7683710
6243,1110912,迅杰,半導體業,45079,51196
6257,1110912,矽格,半導體業,1563234,1657522
6269,1110912,台郡,電子零組件業,4142926,3122711
6271,1110912,同欣電,半導體業,1263132,1188603
6277,1110912,宏正,電腦及週邊設備業,460459,397421
6278,1110912,台表科,光電業,5858946,6109530
6281,1110912,全國電,電子通路業,1961170,2337918
6282,1110912,康舒,電子零組件業,2152244,2062672
6285,1110912,啟碁,通信網路業,8539157,8243938
6288,1110912,聯嘉,汽車工業,335853,250458
6289,1110912,華上,光電業,2021,2247
6405,1110912,悅城,光電業,18034,23673
6409,1110912,旭隼,其他電子業,2357898,1976858
6412,1110912,群電,電子零組件業,3514327,3535141
6414,1110912,樺漢,電腦及週邊設備業,10392386,9600256
6415,1110912,矽力*-KY,半導體業,1992630,2080677
6416,1110912,瑞祺電通,通信網路業,421679,371382
6426,1110912,統新,通信網路業,52664,51114
6431,1110912,光麗-KY,生技醫療業,35617,38027
6438,1110912,迅得,其他電子業,547588,480168
6442,1110912,光聖,通信網路業,290621,352830
6443,1110912,元晶,光電業,745150,757068
6449,1110912,鈺邦,電子零組件業,156244,152497
6451,1110912,訊芯-KY,半導體業,596431,477492
6456,1110912,GIS-KY,光電業,12094031,10858198
6464,1110912,台數科,其他,355117,353787
6477,1110912,安集,光電業,360067,265651
6491,1110912,晶碩,生技醫療業,506432,457846
6504,1110912,南六,其他,513953,450852
6505,1110912,台塑化,油電燃氣業,82746460,76588503
6515,1110912,穎崴,半導體業,507176,423518
6525,1110912,捷敏-KY,半導體業,459152,496251
6531,1110912,愛普*,半導體業,382285,405358
6533,1110912,晶心科,半導體業,86077,68706
6541,1110912,泰福-KY,生技醫療業,3889,571
6550,1110912,北極星藥業-KY,生技醫療業,75,269
6552,1110912,易華電,半導體業,120246,123586
6558,1110912,興能高,其他電子業,100562,116104
6579,1110912,研揚,電腦及週邊設備業,652638,642046
6581,1110912,鋼聯,其他,218681,167760
6582,1110912,申豐,橡膠工業,109334,119802
6585,1110912,鼎基,其他,204163,254596
6591,1110912,動力-KY,電腦及週邊設備業,72222,94041
6592,1110912,和潤企業,其他,1976961,1967486
6598,1110912,ABC-KY,生技醫療業,38080,36701
6605,1110912,帝寶,汽車工業,1533348,1599572
6625,1110912,必應,其他,109432,48517
6641,1110912,基士德-KY,其他,157116,143152
6655,1110912,科定,其他,228988,208228
6666,1110912,羅麗芬-KY,生技醫療業,73077,72048
6668,1110912,中揚光,光電業,75657,130284
6669,1110912,緯穎,電腦及週邊設備業,26368154,21822682
6670,1110912,復盛應用,其他,2645360,2597223
6671,1110912,三能-KY,其他,144067,156324
6672,1110912,騰輝電子-KY,電子零組件業,393210,397849
6674,1110912,鋐寶科技,通信網路業,255536,236304
6691,1110912,洋基工程,其他電子業,1258899,1407876
6698,1110912,旭暉應材,其他電子業,80114,91363
6706,1110912,惠特,光電業,214009,346597
6715,1110912,嘉基,電子零組件業,345620,294131
6719,1110912,力智,半導體業,512922,553863
6743,1110912,安普新,其他電子業,372540,459295
6754,1110912,匯僑設計,其他,528750,489318
6756,1110912,威鋒電子,半導體業,206136,213250
6768,1110912,志強-KY,其他,1845629,1748160
6770,1110912,力積電,半導體業,6432678,6733600
6776,1110912,展碁國際,電子通路業,1992711,1756354
6781,1110912,AES-KY,電子零組件業,1341133,1340817
6789,1110912,采鈺,半導體業,719034,805256
6790,1110912,永豐實,造紙工業,840132,776555
6792,1110912,詠業,通信網路業,106970,113967
6796,1110912,晉弘,生技醫療業,42049,36224
6799,1110912,來頡,半導體業,86691,102012
6806,1110912,森崴能源,其他,189516,117837
6807,1110912,峰源-KY,其他,403588,444087
6830,1110912,汎銓,其他電子業,156716,162348
6834,1110912,天二科技,電子零組件業,75439,86426
6854,1110912,錼創科技-KY創,半導體業,37978,37419
8011,1110912,台通,通信網路業,156657,133888
8016,1110912,矽創,半導體業,1358220,1341235
8021,1110912,尖點,其他電子業,290389,284177
8028,1110912,昇陽半導體,半導體業,275108,266695
8033,1110912,雷虎,其他,105568,89114
8039,1110912,台虹,電子零組件業,801306,700704
8046,1110912,南電,電子零組件業,5756589,5531701
8070,1110912,長華*,電子通路業,1855940,1891503
8072,1110912,陞泰,電子通路業,104016,95134
8081,1110912,致新,半導體業,567196,624636
8101,1110912,華冠,通信網路業,31994,18632
8103,1110912,瀚荃,電子零組件業,294269,328303
8104,1110912,錸寶,光電業,266751,277014
8105,1110912,凌巨,光電業,846983,891233
8110,1110912,華東,半導體業,889037,892092
8112,1110912,至上,電子通路業,12938594,12283141
8114,1110912,振樺電,電腦及週邊設備業,1205735,1100923
8131,1110912,福懋科,半導體業,906043,883997
8150,1110912,南茂,半導體業,1715097,1947919
8163,1110912,達方,電腦及週邊設備業,2612800,2446067
8201,1110912,無敵,其他電子業,36224,32269
8210,1110912,勤誠,電腦及週邊設備業,1024998,1020710
8213,1110912,志超,電子零組件業,1344154,1469415
8215,1110912,明基材,光電業,1264800,1271899
8222,1110912,寶一,電機機械,47723,41131
8249,1110912,菱光,電子零組件業,402047,389201
8261,1110912,富鼎,半導體業,287845,333983
8271,1110912,宇瞻,半導體業,698115,674479
8341,1110912,日友,其他,312497,291676
8367,1110912,建新國際,航運業,221253,217977
8374,1110912,羅昇,電機機械,294942,331442
8404,1110912,百和興業-KY,其他,729430,670082
8411,1110912,福貞-KY,其他,1001252,870010
8422,1110912,可寧衛,其他,488257,398929
8429,1110912,金麗-KY,貿易百貨,21061,24850
8438,1110912,昶昕,其他,311069,282123
8442,1110912,威宏-KY,其他,742442,772258
8443,1110912,阿瘦,貿易百貨,106806,100263
8462,1110912,柏文,觀光事業,323006,293742
8464,1110912,億豐,其他,2239644,2493171
8466,1110912,美吉吉-KY,其他,212267,271446
8467,1110912,波力-KY,其他,249059,182053
8473,1110912,山林水,其他,459949,328329
8478,1110912,東哥遊艇,其他,337509,296568
8480,1110912,泰昇-KY,其他,139239,131477
8481,1110912,政伸,其他,133388,120095
8488,1110912,吉源-KY,其他,389977,361638
8926,1110912,台汽電,油電燃氣業,273218,201629
8940,1110912,新天地,觀光事業,33790,48444
8996,1110912,高力,電機機械,235345,258753
9802,1110912,鈺齊-KY,其他,2664237,2091076
9902,1110912,台火,其他,2182,18647
9905,1110912,大華,其他,977558,941787
9906,1110912,欣巴巴,建材營造,96909,361537
9907,1110912,統一實,其他,4084329,4242111
9910,1110912,豐泰,其他,8780643,8494558
9911,1110912,櫻花,其他,647591,667660
9912,1110912,偉聯,電腦及週邊設備業,48639,38036
9914,1110912,美利達,其他,3021291,3256264
9917,1110912,中保科,其他,1300543,1246390
9918,1110912,欣天然,油電燃氣業,115715,144160
9924,1110912,福興,其他,894986,992611
9925,1110912,新保,其他,639183,631362
9926,1110912,新海,油電燃氣業,157646,165373
9927,1110912,泰銘,其他,790747,781853
9928,1110912,中視,其他,66149,72766
9929,1110912,秋雨,其他,51266,44423
9930,1110912,中聯資源,其他,953660,980550
9931,1110912,欣高,油電燃氣業,97643,86467
9933,1110912,中鼎,其他,7757743,7859156
9935,1110912,慶豐富,其他,415837,472316
9937,1110912,全國,油電燃氣業,2173347,2133059
9938,1110912,百和,其他,1476959,1340178
9939,1110912,宏全,其他,2598183,2360564
9940,1110912,信義,其他,919977,1062504
9941,1110912,裕融,其他,3201093,3093859
9942,1110912,茂順,其他,352730,349111
9943,1110912,好樂迪,觀光事業,212912,197756
9944,1110912,新麗,其他,179660,231139
9955,1110912,佳龍,其他,81881,85625
9958,1110912,世紀鋼,鋼鐵工業,757968,651699
